www.wormbase.org,1461078
cancer.sanger.ac.uk,656947
phytozome.jgi.doe.gov,569709
solgenomics.net,239136
wormbase.org,230424
mycobrowser.epfl.ch,192206
,168436
rgd.mcw.edu,103236
browse.yeastgenome.org,81065
cucurbitgenomics.org,79940
genome.microbedb.jp,63247
140.120.203.44,57454
jbrowse.org,29423
www.echinobase.org,23821
localhost,23016
localhost:8080,21346
apollo.wormbase.org,21229
128.32.218.181:7070,20918
visual.ic4r.org,20536
planmine.mpi-cbg.de:8088,20361
jbrowse.xenbase.org,19410
csbl.bmb.uga.edu,19108
bipaa.genouest.org,17458
jbrowse.southgreen.fr,15894
localhost:9000,14989
adenine.bradley.edu,14847
jbrowse.informatics.jax.org,13341
www.immunobase.org,13067
marchantia.info,12416
paramecium.i2bc.paris-saclay.fr,12407
genomevolution.org,11453
glass.phibred.com:8081,11436
moffitt.pieriandx.com,10535
apollo.sgn.cornell.edu,9759
jbrowse.roche.com:8080,9681
staging.wormbase.org,9507
www.heliagene.org,8981
studentpc2:8080,8842
apollo.vectorbase.org,8752
snp-seek.irri.org,8661
ivis-dev:8010,8616
192.168.1.76,8351
aura.science.unitn.it,8286
www.hgvd.genome.med.kyoto-u.ac.jp,8134
www.solgenomics.net,7875
www.flyrnai.org,7612
matsui-lab.riken.jp,7581
jbrowse.intermine.org,7521
epigenome.genetics.uga.edu,7421
bioinf.gen.tcd.ie,7420
pipelines.rgd.mcw.edu,7397
www.rosaceae.org,7149
gps.pieriandx.com,6875
cpt.tamu.edu,6787
pophuman.uab.cat,6704
bbric-pipelines.toulouse.inra.fr,6566
analysis.archerdx.com,6376
silkbase.ab.a.u-tokyo.ac.jp,6376
localhost:8000,6291
localhost:8301,6237
medicago.toulouse.inra.fr,6227
peanutbase.org,5930
www.niagads.org,5888
swissregulon.unibas.ch,5813
cr28603.uzbrussel.be,5813
gryc.inra.fr,5720
plmine.mpi-cbg.de:8088,5614
lncrna.big.ac.cn,5595
sweetpotato.plantbiology.msu.edu,5450
172.16.0.50,5318
legumeinfo.org,5052
marinegenomics.oist.jp,4707
www.t1dbase.org,4591
d15hswjloo3c4x.cloudfront.net,4556
dubcovskylab.ucdavis.edu,4514
localhost:8090,4477
blast.ibbr.umd.edu,4468
www.sgn.cornell.edu,4456
taurus.mskcc.org,4344
bioinf.eva.mpg.de,4276
jbrowse-test.xenbase.org,4151
viewer.shigen.info,4131
www.icugi.org,4125
fahc.pieriandx.com,4118
cgm.sjtu.edu.cn,4111
www.whiteflygenomics.org,4024
137.189.43.160:8080,3798
jbrowse.alliancegenome.org,3728
vbrighttools01x.uzbrussel.be,3691
www.bioinfocabd.upo.es,3628
uab.pieriandx.com,3554
hikakudb.nig.ac.jp,3530
diw3fijgkc9gx.cloudfront.net,3503
www.peanutbase.org,3476
